survey,CFA4P2-B,CFA4P2-V,CFA4P2-r,CFA4P2-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P2-B_AV,CFA4P2-V_AV,CFA4P2-r_AV,CFA4P2-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA4,16.4925,15.9475,15.7997,15.6731,16.0831,15.7441,15.6202,15.6066,255.906,31.4208,0.111392,0.0854534,0.070166,0.0516209,0.101438,0.0718062,0.0530855,0.0419245
CFA4,16.2674,15.6875,15.513,15.3475,15.8559,15.4701,15.3099,15.2726,255.896,31.4639,0.107548,0.0825047,0.0677448,0.0498396,0.097938,0.0693284,0.0512536,0.0404778
CFA4,17.8528,17.2335,17.0262,16.8362,17.4598,17.0325,16.8578,16.7969,255.884,31.5738,0.0978346,0.0750532,0.0616263,0.0453383,0.0890926,0.0630669,0.0466246,0.036822
CFA4,16.1155,15.3845,15.1063,14.8961,15.702,15.1065,14.8825,14.7948,194.937,27.9493,0.0304721,0.0233765,0.0191945,0.0141213,0.0277492,0.0196431,0.0145219,0.0114688
CFA4,17.271,16.7294,16.5395,16.3762,16.8899,16.5066,16.3352,16.2945,194.922,28.0022,0.026978,0.020696,0.0169935,0.0125021,0.0245674,0.0173908,0.0128568,0.0101537
CFA4,17.229,16.6709,16.5097,16.3811,16.8733,16.4804,16.3315,16.2987,194.861,28.0066,0.0299061,0.0229423,0.0188379,0.013859,0.0272338,0.0192783,0.0142522,0.0112558
CFA4,18.0556,17.5953,17.4464,17.3127,17.6619,17.3719,17.274,17.2539,194.855,27.9854,0.0322894,0.0247706,0.0203392,0.0149635,0.0294042,0.0208147,0.015388,0.0121528
CFA4,16.7729,15.9431,15.6485,15.4578,16.2637,15.6194,15.3963,15.3275,194.853,27.94,0.0370031,0.0283867,0.0233084,0.0171479,0.0336967,0.0238532,0.0176344,0.0139269
CFA4,16.578,16.1212,16.0052,15.9144,16.2154,15.9494,15.8468,15.8383,194.816,27.9529,0.0391292,0.0300177,0.0246476,0.0181331,0.0356328,0.0252237,0.0186476,0.014727
CFA4,17.3841,16.9282,16.8009,16.6732,17.0722,16.7745,16.6688,16.6654,194.807,28.0362,0.0325902,0.0250014,0.0205287,0.0151029,0.0296782,0.0210086,0.0155314,0.012266
CFA4,16.195,15.5103,15.2701,15.1028,15.7739,15.2537,15.0659,15.0057,194.799,28.001,0.034748,0.0266567,0.0218879,0.0161029,0.0316431,0.0223996,0.0165597,0.0130781
CFA4,16.7664,16.1017,15.8821,15.7034,16.3652,15.8846,15.6966,15.6333,194.767,28.0634,0.0350182,0.026864,0.022058,0.016228,0.0318891,0.0225737,0.0166884,0.0131798
CFA4,16.1088,15.2869,14.9862,14.7166,15.6177,14.9888,14.6905,14.5861,194.755,28.0344,0.032662,0.0250564,0.0205739,0.0151361,0.0297435,0.0210548,0.0155656,0.012293
CFA4,17.6045,17.0595,16.8625,16.6868,17.266,16.8499,16.6823,16.632,202.436,11.8689,0.105628,0.0810317,0.0665353,0.0489498,0.0961895,0.0680907,0.0503386,0.0397552
CFA4,17.8712,17.3567,17.1504,16.9758,17.5966,17.1537,16.9772,16.9073,202.435,11.7954,0.106146,0.0814293,0.0668618,0.0491899,0.0966614,0.0684247,0.0505856,0.0399502
CFA4,17.5957,16.8411,16.5424,16.3005,17.1838,16.5785,16.344,16.2512,202.382,11.8741,0.114992,0.0882152,0.0724337,0.0532892,0.104717,0.0741269,0.0548011,0.0432795
CFA4,17.3447,16.6486,16.395,16.1878,16.9217,16.3885,16.2035,16.1331,202.377,11.8054,0.117268,0.0899614,0.0738675,0.0543441,0.10679,0.0755943,0.0558859,0.0441362
CFA4,17.7571,17.2505,17.116,16.9792,17.4513,17.121,17.0094,16.9807,202.375,11.8472,0.114671,0.0879691,0.0722316,0.0531405,0.104425,0.0739201,0.0546482,0.0431587
CFA4,18.0033,17.5579,17.4347,17.2538,17.7539,17.4344,17.2929,17.2588,202.36,11.8733,0.11614,0.0890964,0.0731573,0.0538215,0.105763,0.0748674,0.0553486,0.0437118
CFA4,17.8962,17.3145,17.1852,17.0114,17.5057,17.1351,17.0078,16.9804,202.354,11.7586,0.112995,0.0866831,0.0711757,0.0523637,0.102898,0.0728395,0.0538493,0.0425278
CFA4,17.6873,17.199,17.0276,16.8939,17.3849,17.0301,16.9034,16.8815,250.894,32.6111,0.115132,0.088323,0.0725222,0.0533543,0.104845,0.0742175,0.0548681,0.0433323
CFA4,15.95,15.2399,14.9946,14.7812,15.5357,15.0069,14.7995,14.7459,250.875,32.6352,0.118074,0.0905795,0.0743751,0.0547175,0.107523,0.0761137,0.0562699,0.0444395
CFA4,17.2995,16.7292,16.5465,16.3944,16.9492,16.5535,16.4015,16.3739,250.87,32.6025,0.11373,0.0872471,0.0716387,0.0527044,0.103567,0.0733134,0.0541997,0.0428045
CFA4,17.0004,16.3357,16.1243,15.9241,16.614,16.1316,15.9473,15.8986,250.86,32.745,0.117779,0.0903537,0.0741896,0.054581,0.107255,0.0759239,0.0561296,0.0443286
CFA4,17.7671,17.2517,17.0752,16.9374,17.394,17.0748,16.943,16.926,250.846,32.6299,0.117143,0.0898652,0.0737885,0.054286,0.106675,0.0755134,0.0558262,0.044089
CFA4,16.9156,16.3968,16.2388,16.0999,16.5667,16.2302,16.1092,16.0973,250.828,32.6469,0.116882,0.0896656,0.0736246,0.0541654,0.106438,0.0753457,0.0557021,0.0439911
CFA4,17.256,16.7144,16.5512,16.395,16.8884,16.5259,16.3934,16.3722,250.824,32.5975,0.110855,0.0850416,0.0698278,0.0513721,0.100949,0.0714601,0.0528296,0.0417224
CFA4,17.8644,17.2757,17.1279,16.9849,17.4132,17.0851,16.9731,16.9405,250.812,32.6299,0.114951,0.088184,0.072408,0.0532703,0.10468,0.0741007,0.0547817,0.0432642
CFA4,15.7626,15.125,14.9259,14.7472,15.3871,14.9442,14.7676,14.731,250.801,32.7214,0.112219,0.0860883,0.0706873,0.0520044,0.102192,0.0723397,0.0534799,0.042236
CFA4,15.7692,15.1788,15.0012,14.8532,15.3546,14.9702,14.815,14.7923,250.776,32.6164,0.111153,0.0852702,0.0700155,0.0515102,0.101221,0.0716522,0.0529716,0.0418346
CFA4,17.892,17.4527,17.2731,17.1496,17.5885,17.2553,17.1335,17.12,250.74,32.7006,0.10746,0.0824371,0.0676893,0.0497988,0.0978578,0.0692716,0.0512117,0.0404447
CFA4,17.4485,16.5733,16.2172,15.9344,16.9624,16.261,15.9773,15.8719,250.724,32.7531,0.105825,0.0811831,0.0666596,0.0490412,0.0963691,0.0682178,0.0504326,0.0398294
CFA4,17.4878,16.9786,16.8226,16.6796,17.1493,16.825,16.693,16.6783,250.715,32.7223,0.105113,0.0806368,0.0662111,0.0487112,0.0957207,0.0677588,0.0500933,0.0395614
CFA4,15.9346,15.4412,15.2985,15.179,15.5618,15.2587,15.1484,15.1453,250.711,32.6756,0.107991,0.0828443,0.0680236,0.0500447,0.0983411,0.0696137,0.0514646,0.0406444
CFA4,16.131,15.4628,15.2298,15.001,15.7538,15.2465,15.0272,14.9542,230.748,-5.93134,0.314736,0.241448,0.198253,0.145854,0.286613,0.202887,0.149992,0.118457
CFA4,16.2043,15.4034,15.1077,14.8085,15.7471,15.1339,14.8536,14.7299,230.745,-5.95816,0.315512,0.242043,0.198742,0.146214,0.287319,0.203388,0.150362,0.118749
CFA4,17.2339,16.5989,16.3813,16.1699,16.8747,16.3902,16.1935,16.1406,230.738,-5.88039,0.313022,0.240133,0.197173,0.14506,0.285052,0.201783,0.149175,0.117812
CFA4,16.4725,15.8594,15.653,15.4682,16.1289,15.668,15.4972,15.4675,230.733,-5.88559,0.313715,0.240664,0.19761,0.145381,0.285683,0.202229,0.149506,0.118073
CFA4,17.1261,16.6624,16.5094,16.3624,16.8478,16.5079,16.3703,16.3483,230.732,-5.9082,0.31444,0.241221,0.198067,0.145717,0.286343,0.202697,0.149851,0.118346
CFA4,16.4474,15.5626,15.1725,14.7722,15.912,15.1607,14.8232,14.5597,230.705,-5.97052,0.315011,0.241659,0.198427,0.145982,0.286864,0.203065,0.150124,0.118561
CFA4,15.8873,15.1877,14.9505,14.7453,15.4695,14.9709,14.777,14.7109,230.694,-5.88693,0.318122,0.244045,0.200386,0.147423,0.289696,0.20507,0.151606,0.119732
CFA4,16.8292,16.2816,16.0968,15.913,16.5436,16.1396,15.9537,15.9124,230.693,-5.83922,0.31796,0.243921,0.200284,0.147348,0.289549,0.204966,0.151529,0.119671
CFA4,17.2263,16.3923,16.1387,15.8854,16.791,16.1705,15.9243,15.8176,230.664,-5.99353,0.312167,0.239477,0.196635,0.144664,0.284273,0.201232,0.148768,0.11749
CFA4,16.9848,16.3743,16.2008,16.0395,16.5823,16.1717,16.0119,15.9609,230.655,-5.96507,0.312889,0.240031,0.19709,0.144998,0.284931,0.201697,0.149112,0.117762
CFA4,16.3028,15.6757,15.4571,15.2723,15.9622,15.4987,15.3182,15.2568,230.637,-5.83701,0.322793,0.247629,0.203329,0.149588,0.29395,0.208082,0.153832,0.12149
CFA4,16.5499,15.9315,15.7313,15.5588,16.1277,15.7101,15.5421,15.4947,230.623,-5.91856,0.318613,0.244422,0.200695,0.147651,0.290143,0.205387,0.15184,0.119916
CFA4,17.0841,16.2308,15.9115,15.5693,16.6141,15.9525,15.6346,15.5023,230.615,-5.8492,0.323457,0.248138,0.203747,0.149896,0.294555,0.20851,0.154149,0.12174
CFA4,16.5611,16.038,15.8635,15.699,16.2803,15.8994,15.747,15.701,230.607,-5.83306,0.32323,0.247964,0.203603,0.14979,0.294348,0.208363,0.15404,0.121654
CFA4,17.0527,16.4501,16.252,16.0764,16.649,16.2313,16.0589,16.0308,230.597,-5.89532,0.321154,0.246372,0.202296,0.148829,0.292458,0.207025,0.153051,0.120873
CFA4,17.2601,16.6181,16.3985,16.2045,16.882,16.385,16.2119,16.1582,121.68,1.03189,0.100744,0.0772849,0.0634588,0.0466864,0.0917418,0.0649422,0.048011,0.0379169
CFA4,15.868,15.2758,15.0777,14.9,15.4976,15.0652,14.9157,14.8705,121.68,0.974326,0.0966824,0.0741693,0.0609006,0.0448043,0.0880434,0.0623242,0.0460755,0.0363884
CFA4,16.9828,16.2798,16.0426,15.8651,16.6138,16.0779,15.887,15.8446,121.676,1.09568,0.105847,0.0811997,0.0666732,0.0490513,0.0963889,0.0682318,0.0504429,0.0398376
CFA4,16.7177,16.2505,16.1232,16.0017,16.4166,16.1035,16.0099,16.0105,121.674,1.07508,0.104645,0.0802775,0.0659161,0.0484942,0.0952942,0.0674569,0.0498701,0.0393852
CFA4,16.1768,15.3802,15.06,14.7925,15.7234,15.0656,14.8088,14.6865,121.673,1.00078,0.0981612,0.0753037,0.061832,0.0454896,0.08939,0.0632774,0.0467802,0.0369449
CFA4,15.7063,15.2102,15.0634,14.9297,15.4061,15.0566,14.9329,14.9193,121.668,1.03398,0.101146,0.0775935,0.0637122,0.0468729,0.0921082,0.0652016,0.0482027,0.0380684
CFA4,15.6491,15.2526,15.1571,15.0836,15.3756,15.1369,15.0823,15.0893,121.656,0.985784,0.0971415,0.0745215,0.0611898,0.0450171,0.0884615,0.0626201,0.0462943,0.0365612
CFA4,17.6695,16.9969,16.767,16.5905,17.2926,16.7939,16.6231,16.5554,121.654,1.12567,0.106867,0.0819821,0.0673157,0.0495239,0.0973177,0.0688893,0.050929,0.0402214
CFA4,15.5495,15.1224,15.0187,14.9319,15.2681,15.0061,14.935,14.9303,121.647,1.0016,0.0985797,0.0756248,0.0620957,0.0456836,0.0897712,0.0635472,0.0469797,0.0371025
CFA4,17.3339,16.5801,16.3122,16.1122,16.8446,16.2839,16.0882,16.0548,121.646,1.09332,0.106635,0.0818043,0.0671697,0.0494165,0.0971066,0.0687399,0.0508186,0.0401342
CFA4,17.304,16.7965,16.6734,16.5815,16.9919,16.6835,16.5906,16.5744,121.644,0.963749,0.0959055,0.0735733,0.0604112,0.0444443,0.0873359,0.0618234,0.0457053,0.036096
CFA4,15.9435,15.1784,14.8992,14.6491,15.4839,14.8927,14.6599,14.5565,121.64,1.01353,0.100229,0.0768899,0.0631344,0.0464478,0.0912729,0.0646103,0.0477656,0.0377231
CFA4,17.4844,16.8704,16.6805,16.5294,17.0978,16.6662,16.5023,16.449,121.628,0.966061,0.0957671,0.0734671,0.060324,0.0443801,0.0872098,0.0617341,0.0456393,0.0360439
CFA4,16.2439,15.4395,15.1561,14.8968,15.7972,15.1946,14.9518,14.8424,121.627,1.1258,0.106081,0.0813793,0.0668207,0.0491598,0.0966021,0.0683828,0.0505545,0.0399257
CFA4,17.243,16.4394,16.1325,15.8865,16.7581,16.1213,15.8744,15.7768,121.625,0.978811,0.0968546,0.0743014,0.061009,0.0448841,0.0882002,0.0624352,0.0461576,0.0364532
CFA4,16.9704,16.4411,16.2666,16.1165,16.6457,16.2526,16.1335,16.1021,121.624,1.10148,0.10653,0.0817236,0.0671034,0.0493677,0.0970108,0.068672,0.0507684,0.0400946
CFA4,15.6842,15.2291,15.1142,15.0192,15.3998,15.1031,15.029,15.0347,121.62,1.08321,0.106928,0.0820294,0.0673545,0.0495525,0.0973738,0.068929,0.0509584,0.0402447
CFA4,17.5914,16.7748,16.4699,16.2454,17.0889,16.4436,16.2206,16.1401,121.59,1.00526,0.100719,0.077266,0.0634433,0.046675,0.0917193,0.0649263,0.0479992,0.0379077
CFA4,15.923,15.1623,14.878,14.6872,15.4601,14.8767,14.6981,14.6293,121.589,1.04058,0.106435,0.0816512,0.067044,0.049324,0.0969249,0.0686112,0.0507235,0.0400591
CFA4,16.7703,16.2655,16.1248,16.0033,16.4373,16.1015,16.011,15.9919,121.589,1.06439,0.10715,0.0821997,0.0674943,0.0496553,0.0975759,0.0690721,0.0510641,0.0403282
CFA4,17.1288,16.5943,16.4393,16.3024,16.7726,16.4207,16.2956,16.2769,121.588,1.09757,0.106135,0.0814208,0.0668548,0.0491848,0.0966514,0.0684176,0.0505803,0.0399461
CFA4,15.8524,15.1624,14.9222,14.6986,15.4455,14.9208,14.7223,14.6474,121.587,1.10492,0.10568,0.0810716,0.066568,0.0489739,0.0962368,0.0681242,0.0503634,0.0397747
CFA4,16.0099,15.3408,15.114,14.9088,15.5943,15.1023,14.9012,14.845,121.579,1.02736,0.104452,0.0801296,0.0657946,0.0484049,0.0951187,0.0673326,0.0497782,0.0393126
CFA4,16.508,16.0512,15.9208,15.8167,16.187,15.8846,15.7858,15.7701,121.565,1.01844,0.103067,0.0790674,0.0649224,0.0477632,0.0938578,0.0664401,0.0491183,0.0387915
CFA4,17.6506,17.013,16.8016,16.6505,17.2287,16.7857,16.6412,16.5958,121.559,1.05628,0.106253,0.081511,0.0669288,0.0492393,0.0967584,0.0684934,0.0506363,0.0399903
CFA4,16.722,15.9438,15.6584,15.439,16.2519,15.6474,15.4445,15.3651,121.558,1.069,0.106368,0.0815997,0.0670017,0.0492929,0.0968638,0.068568,0.0506915,0.0400339
CFA4,16.3611,15.9227,15.818,15.7261,16.0568,15.7861,15.715,15.7178,121.546,1.04833,0.105743,0.0811202,0.0666079,0.0490032,0.0962945,0.068165,0.0503935,0.0397986
CFA4,17.8587,17.1372,16.8375,16.6017,17.3807,16.7805,16.5438,16.4487,121.542,0.992155,0.10027,0.0769216,0.0631605,0.0464669,0.0913105,0.0646369,0.0477853,0.0377387
CFA4,16.2455,15.759,15.6009,15.4784,15.9289,15.5957,15.4754,15.4455,121.541,1.03713,0.105016,0.0805626,0.0661501,0.0486664,0.0956327,0.0676965,0.0500472,0.039525
CFA4,17.5275,17.0157,16.8545,16.7279,17.1705,16.7962,16.6709,16.6531,121.54,1.00497,0.101632,0.077966,0.0640181,0.0470979,0.0925503,0.0655146,0.0484341,0.0382511
CFA4,16.3349,15.6912,15.4879,15.3328,15.9016,15.4371,15.282,15.2405,121.535,0.967289,0.0981305,0.0752802,0.0618127,0.0454754,0.089362,0.0632576,0.0467656,0.0369334
CFA4,15.5766,15.1338,15.0158,14.9229,15.2851,15.0072,14.9225,14.9199,121.533,1.06924,0.106133,0.0814195,0.0668537,0.049184,0.0966498,0.0684165,0.0505795,0.0399454
CFA4,17.6049,16.8852,16.6635,16.4767,17.1403,16.6147,16.4383,16.3637,121.53,1.01579,0.10303,0.0790391,0.0648992,0.0477461,0.0938241,0.0664163,0.0491007,0.0387776
CFA4,17.7013,17.1117,16.9023,16.7472,17.3372,16.8876,16.7347,16.7056,162.938,65.7728,0.0552428,0.0423792,0.0347976,0.0256005,0.0503066,0.0356111,0.0263268,0.0207918
CFA4,16.9699,16.1489,15.8522,15.6073,16.4957,15.8674,15.6333,15.5438,162.912,65.7003,0.0579389,0.0444475,0.0364959,0.0268499,0.0527618,0.037349,0.0276117,0.0218065
CFA4,17.6834,16.9174,16.6454,16.385,17.253,16.6465,16.4023,16.3043,162.905,65.7098,0.0572788,0.0439411,0.0360801,0.026544,0.0521607,0.0369235,0.0272971,0.021558
CFA4,15.6412,15.0508,14.867,14.7047,15.2803,14.8625,14.7177,14.6896,162.857,65.8023,0.0485242,0.0372251,0.0305656,0.022487,0.0441884,0.0312801,0.023125,0.0182631
CFA4,16.9758,16.2893,16.0553,15.8501,16.5564,16.0415,15.8511,15.7887,162.833,65.7253,0.0529097,0.0405893,0.033328,0.0245193,0.048182,0.0341071,0.0252149,0.0199136
CFA4,16.522,15.6766,15.346,15.1124,16.0476,15.3486,15.1279,15.0489,162.814,65.7445,0.0503374,0.038616,0.0317077,0.0233272,0.0458395,0.0324489,0.0239891,0.0189455
CFA4,16.0219,15.5817,15.4308,15.2848,15.7557,15.4299,15.3007,15.263,162.776,65.8307,0.0437842,0.0335888,0.0275798,0.0202904,0.0398719,0.0282245,0.0208661,0.0164791
CFA4,17.5742,17.085,16.9198,16.7359,17.266,16.9064,16.7457,16.7013,162.75,65.7489,0.0459642,0.0352611,0.028953,0.0213006,0.0418571,0.0296298,0.021905,0.0172996
CFA4,16.4794,15.8147,15.593,15.3929,16.0839,15.5917,15.4124,15.3647,162.73,65.8251,0.0430036,0.03299,0.0270881,0.0199286,0.0391611,0.0277213,0.020494,0.0161853
CFA4,18.2679,17.6329,17.3897,17.1988,17.9095,17.4095,17.2273,17.1725,162.648,65.8591,0.0407282,0.0312444,0.0256548,0.0188742,0.0370889,0.0262545,0.0194097,0.0153289
CFA4,18.1993,17.5338,17.2946,17.0945,17.7755,17.2862,17.0982,17.0389,162.614,65.8296,0.04064,0.0311767,0.0255992,0.0188333,0.0370086,0.0261977,0.0193676,0.0152957
CFA4,16.4405,15.9715,15.8453,15.735,16.1228,15.8109,15.7021,15.6908,162.583,65.7637,0.0409292,0.0313985,0.0257814,0.0189673,0.037272,0.0263841,0.0195054,0.0154045
CFA4,16.7124,16.1071,15.9357,15.7785,16.3348,15.9378,15.7977,15.7628,204.197,5.21238,0.0885405,0.0679233,0.055772,0.0410312,0.080629,0.0570757,0.0421954,0.033324
CFA4,16.6898,15.8514,15.49,15.1766,16.2036,15.4678,15.1857,15.0577,204.197,5.13738,0.0906348,0.0695299,0.0570912,0.0420018,0.0825362,0.0584257,0.0431934,0.0341123
CFA4,18.4621,17.8036,17.5367,17.3264,18.0184,17.5316,17.3255,17.2466,204.172,5.20375,0.0879397,0.0674623,0.0553935,0.0407528,0.0800818,0.0566884,0.041909,0.0330979
CFA4,16.5206,15.9512,15.75,15.5519,16.1642,15.7288,15.5324,15.4626,204.151,5.10147,0.0937134,0.0718917,0.0590304,0.0434284,0.0853397,0.0604103,0.0446606,0.0352709
CFA4,17.0958,16.46,16.2311,16.0146,16.7042,16.2128,16.0265,15.9439,204.121,5.14963,0.0918524,0.0704639,0.0578581,0.042566,0.0836449,0.0592106,0.0437737,0.0345705
CFA4,17.3268,16.5643,16.2071,15.9224,16.8929,16.1973,15.9209,15.7954,230.044,4.84796,0.144001,0.11047,0.0907069,0.0667328,0.131134,0.0928273,0.0686261,0.0541978
CFA4,17.0902,16.5085,16.3412,16.1409,16.7231,16.3403,16.1925,16.149,230.034,4.97034,0.144814,0.111093,0.0912185,0.0671092,0.131874,0.0933509,0.0690132,0.0545035
CFA4,16.6781,16.1462,16.0004,15.9158,16.3475,16.0023,15.8752,15.8345,230.029,4.98979,0.14612,0.112095,0.0920413,0.0677145,0.133063,0.0941929,0.0696357,0.0549951
CFA4,17.662,16.9266,16.632,16.3174,17.2035,16.639,16.4217,16.3274,230.029,4.97409,0.145311,0.111475,0.0915321,0.0673398,0.132327,0.0936718,0.0692504,0.0546909
CFA4,15.9935,15.2119,14.9357,14.6487,15.526,14.9393,14.7019,14.6099,230.02,4.96084,0.145332,0.11149,0.0915449,0.0673493,0.132346,0.0936849,0.0692601,0.0546985
CFA4,17.2611,16.3571,16.0009,15.623,16.7488,15.9762,15.6856,15.5575,230.013,4.85982,0.145767,0.111824,0.091819,0.0675509,0.132742,0.0939653,0.0694674,0.0548623
CFA4,16.7319,16.0628,15.8463,15.6338,16.3303,15.8443,15.655,15.5808,230.007,4.95619,0.146007,0.112008,0.09197,0.067662,0.13296,0.0941199,0.0695817,0.0549525
CFA4,17.6423,16.892,16.6108,16.29,17.1481,16.5963,16.3753,16.2788,230.007,4.90816,0.144914,0.11117,0.0912818,0.0671557,0.131965,0.0934156,0.069061,0.0545413
CFA4,16.0548,15.2748,15.0059,14.7577,15.5842,14.9939,14.799,14.7167,230.004,4.89164,0.145255,0.111431,0.0914966,0.0673137,0.132276,0.0936355,0.0692235,0.0546697
CFA4,17.3265,16.84,16.7096,16.5338,17.022,16.6704,16.5532,16.5107,230.004,4.82192,0.146863,0.112665,0.0925097,0.068059,0.13374,0.0946722,0.06999,0.055275
CFA4,16.9358,16.2152,15.9442,15.7063,16.519,15.9655,15.7481,15.6593,229.994,4.98881,0.148447,0.11388,0.0935074,0.068793,0.135183,0.0956932,0.0707448,0.0558711
CFA4,16.5557,16.0544,15.8983,15.7462,16.2284,15.8764,15.7357,15.6788,229.985,4.85566,0.147862,0.113431,0.0931385,0.0685217,0.134649,0.0953157,0.0704658,0.0556507
CFA4,16.7587,16.122,15.9044,15.6981,16.3938,15.92,15.734,15.6528,229.982,4.84121,0.1486,0.113998,0.0936038,0.068864,0.135322,0.0957919,0.0708178,0.0559287
CFA4,17.7682,17.2713,17.0988,16.9375,17.4098,17.0565,16.9128,16.8715,229.975,4.86014,0.148383,0.113831,0.0934668,0.0687632,0.135124,0.0956517,0.0707141,0.0558469
CFA4,16.1505,15.3348,15.0094,14.7133,15.6518,14.9831,14.725,14.6142,229.965,4.84028,0.149847,0.114954,0.0943894,0.0694419,0.136458,0.0965958,0.0714121,0.0563981
CFA4,18.0142,17.5426,17.483,17.3409,17.6928,17.429,17.3158,17.3011,229.958,4.87142,0.149155,0.114423,0.093953,0.0691208,0.135827,0.0961492,0.0710819,0.0561373
CFA4,16.4889,15.8627,15.6861,15.5248,16.0822,15.6456,15.4896,15.4366,229.95,4.84881,0.150668,0.115584,0.0949062,0.0698222,0.137205,0.0971248,0.0718032,0.0567069
CFA4,16.0955,15.4824,15.2801,15.0984,15.6883,15.2486,15.0834,15.029,229.946,4.84662,0.151059,0.115884,0.0951524,0.0700033,0.137561,0.0973767,0.0719894,0.056854
CFA4,17.4265,16.9147,16.7401,16.587,17.0845,16.7215,16.5823,16.5363,229.926,4.92565,0.150945,0.115796,0.0950807,0.0699505,0.137457,0.0973033,0.0719351,0.0568112
CFA4,16.4798,15.8352,15.6278,15.441,16.0495,15.6083,15.457,15.4156,229.922,4.89148,0.150823,0.115703,0.0950042,0.0698942,0.137347,0.097225,0.0718773,0.0567655
CFA4,17.4091,16.8178,16.6351,16.5249,16.9915,16.6198,16.4767,16.4454,229.916,4.86083,0.152101,0.116683,0.095809,0.0704863,0.13851,0.0980487,0.0724862,0.0572463
CFA4,18.8521,18.2861,18.0018,17.8796,18.5422,18.014,17.8027,17.7254,195.346,53.7755,0.0596619,0.0457692,0.0375812,0.0276484,0.0543308,0.0384597,0.0284328,0.022455
CFA4,18.4791,17.9306,17.7582,17.5846,18.2036,17.7833,17.6334,17.615,195.317,53.8794,0.0583459,0.0447597,0.0367523,0.0270385,0.0531324,0.0376114,0.0278056,0.0219596
CFA4,16.6398,16.004,15.7679,15.6036,16.2437,15.7703,15.5998,15.542,195.277,53.8185,0.060505,0.046416,0.0381123,0.0280391,0.0550986,0.0390032,0.0288346,0.0227723
CFA4,15.854,15.2452,15.0574,14.9166,15.4593,15.0261,14.8891,14.8448,195.255,53.749,0.0586806,0.0450164,0.0369631,0.0271936,0.0534372,0.0378272,0.0279652,0.0220856
CFA4,18.4824,17.733,17.5975,17.3685,18.0383,17.5186,17.3638,17.3222,195.234,53.754,0.0585328,0.0449031,0.03687,0.0271251,0.0533026,0.0377319,0.0278947,0.02203
CFA4,19.0979,18.7931,18.7356,18.5382,18.8722,18.6302,18.5195,18.4926,195.192,53.8027,0.0616173,0.0472693,0.0388129,0.0285545,0.0561115,0.0397202,0.0293647,0.0231909
CFA4,16.743,16.2862,16.1661,16.0302,16.5133,16.1746,16.0486,16.0121,195.186,53.7689,0.0595611,0.0456919,0.0375177,0.0276017,0.0542391,0.0383948,0.0283848,0.022417
