survey,D3YR-g,D3YR-r,D3YR-i,D3YR-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,D3YR-g_AV,D3YR-r_AV,D3YR-i_AV,D3YR-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
D3YR,18.4307,17.8475,17.6722,17.5722,18.407,17.8942,17.6706,17.6121,40.7667,0.16787,0.0998474,0.0664454,0.0486463,0.0370564,0.0988036,0.0699411,0.0517066,0.0408356
D3YR,17.29,17.0269,16.9687,16.9512,17.2655,17.043,16.9617,16.958,40.7958,-1.68482,0.0965294,0.0642374,0.0470298,0.035825,0.0955203,0.067617,0.0499884,0.0394786
D3YR,18.3632,17.6913,17.4749,17.357,18.3085,17.7462,17.5023,17.3844,43.204,0.120027,0.222025,0.147751,0.108172,0.0824001,0.219704,0.155524,0.114977,0.0908037
D3YR,18.2425,17.7127,17.5677,17.5036,18.2235,17.7547,17.5835,17.543,43.2455,0.13837,0.224574,0.149447,0.109414,0.0833463,0.222227,0.15731,0.116297,0.0918464
D3YR,18.1294,17.5484,17.3826,17.3076,18.0584,17.6267,17.4083,17.3409,40.4801,-0.632378,0.0978949,0.0651461,0.0476951,0.0363317,0.0968716,0.0685735,0.0506955,0.0400371
D3YR,18.1728,17.5857,17.4256,17.3551,18.1268,17.6279,17.4314,17.3688,40.895,-1.80903,0.0889782,0.0592123,0.0433508,0.0330225,0.0880481,0.0623275,0.046078,0.0363903
D3YR,18.5033,17.9332,17.7359,17.6363,18.474,17.9743,17.757,17.6697,43.6287,0.416823,0.262418,0.174631,0.127852,0.0973911,0.259675,0.183819,0.135895,0.107324
D3YR,17.2347,16.7553,16.6298,16.573,17.2184,16.7938,16.6402,16.5933,40.6942,-1.21394,0.103052,0.0685782,0.0502078,0.0382458,0.101975,0.0721862,0.0533663,0.0421464
D3YR,17.0262,16.3851,16.2054,16.1138,16.975,16.4351,16.2267,16.149,43.4071,0.57777,0.270711,0.18015,0.131892,0.100469,0.267881,0.189628,0.14019,0.110715
D3YR,17.094,16.6105,16.4796,16.4326,17.0613,16.6518,16.4871,16.4498,40.8466,-0.421619,0.0960718,0.0639329,0.0468069,0.0356551,0.0950675,0.0672964,0.0497514,0.0392915
D3YR,18.7905,18.236,18.0526,17.9599,18.7383,18.2832,18.0684,17.9971,40.9368,-0.48117,0.108506,0.0722072,0.0528646,0.0402697,0.107371,0.076006,0.0561903,0.0443766
D3YR,17.6934,17.1669,16.9901,16.8977,17.6744,17.2122,17.012,16.9332,43.0919,-0.880029,0.205027,0.13644,0.0998908,0.0760918,0.202884,0.143618,0.106175,0.0838521
D3YR,18.4238,18.1351,18.0711,18.0611,18.386,18.1353,18.058,18.0527,41.4208,-1.60069,0.120786,0.0803795,0.0588478,0.0448273,0.119523,0.0846083,0.0625499,0.0493991
D3YR,17.5241,16.9202,16.7156,16.6085,17.4652,16.9717,16.7354,16.6465,42.279,-0.785133,0.158698,0.105609,0.0773187,0.0588975,0.157039,0.111165,0.0821828,0.0649043
D3YR,17.362,16.8189,16.6638,16.5946,17.3098,16.8623,16.6791,16.6268,42.267,-0.718658,0.155928,0.103765,0.0759692,0.0578696,0.154298,0.109225,0.0807484,0.0637715
D3YR,17.6646,17.0859,16.9223,16.8492,17.6355,17.1341,16.9367,16.8903,41.0698,-1.78225,0.0943513,0.0627879,0.0459686,0.0350166,0.093365,0.0660912,0.0488604,0.0385878
D3YR,17.8238,17.4236,17.3202,17.2916,17.8057,17.4548,17.3319,17.3087,40.7049,-0.348183,0.0851649,0.0566747,0.0414929,0.0316072,0.0842746,0.0596564,0.0441032,0.0348307
D3YR,18.583,18.1227,18.0092,17.9747,18.5579,18.1579,18.0102,17.9886,40.6691,-0.390894,0.0850112,0.0565724,0.041418,0.0315502,0.0841225,0.0595487,0.0440236,0.0347679
D3YR,18.0875,17.5449,17.3552,17.2648,18.0476,17.5876,17.3725,17.3016,43.6865,0.197827,0.239825,0.159597,0.116845,0.0890064,0.237318,0.167993,0.124195,0.0980838
D3YR,18.2937,17.4442,17.1851,17.0455,18.2481,17.5187,17.2166,17.0936,41.8373,-0.732637,0.129343,0.0860741,0.063017,0.0480032,0.127991,0.0906025,0.0669813,0.0528988
D3YR,18.0158,17.4313,17.2203,17.1167,17.9825,17.4889,17.2487,17.1591,40.5805,-0.412889,0.0850641,0.0566076,0.0414438,0.0315698,0.0841749,0.0595857,0.044051,0.0347895
D3YR,18.9487,18.4263,18.2581,18.1706,18.9181,18.4663,18.278,18.2118,42.1844,0.463417,0.164639,0.109562,0.0802131,0.0611023,0.162918,0.115326,0.0852592,0.0673339
D3YR,17.4797,17.0146,16.897,16.8543,17.4389,17.0413,16.8919,16.8796,42.0107,-1.34496,0.132889,0.0884333,0.0647442,0.0493189,0.131499,0.0930858,0.0688172,0.0543488
D3YR,18.5631,17.7922,17.5188,17.3736,18.4977,17.8552,17.5383,17.4192,42.0435,-1.39279,0.135001,0.089839,0.0657734,0.0501029,0.13359,0.0945655,0.0699111,0.0552127
D3YR,17.6214,17.0895,16.9412,16.874,17.606,17.1204,16.9598,16.906,43.3449,-0.136185,0.232218,0.154534,0.113138,0.086183,0.22979,0.162664,0.120256,0.0949725
D3YR,18.2565,17.7321,17.5866,17.5218,18.1872,17.7576,17.5923,17.5178,42.4136,0.114038,0.171478,0.114114,0.0835453,0.0636407,0.169686,0.120117,0.0888011,0.0701311
D3YR,17.6946,16.9645,16.7162,16.577,17.6187,17.0333,16.7408,16.6341,42.3908,0.151492,0.168622,0.112213,0.0821536,0.0625805,0.166859,0.118116,0.0873218,0.0689628
D3YR,17.299,16.4936,16.2734,16.1449,17.2416,16.5603,16.3016,16.1851,42.2588,0.219701,0.153622,0.102231,0.0748459,0.0570139,0.152016,0.107609,0.0795544,0.0628285
D3YR,17.3672,16.9421,16.819,16.7792,17.3218,16.972,16.826,16.7999,42.322,0.175149,0.162803,0.10834,0.0793186,0.0604209,0.161101,0.11404,0.0843084,0.066583
D3YR,17.9666,17.4988,17.3665,17.3135,17.9317,17.5364,17.3755,17.3321,43.6584,0.455969,0.273468,0.181985,0.133236,0.101492,0.27061,0.191559,0.141617,0.111843
D3YR,17.1075,16.7146,16.6318,16.6181,17.0699,16.7405,16.6297,16.622,40.4972,-0.760621,0.103626,0.0689598,0.0504872,0.0384586,0.102542,0.0725878,0.0536633,0.0423809
D3YR,17.0169,16.3556,16.1434,16.0268,16.9824,16.4182,16.1632,16.0674,40.4919,-0.720992,0.10143,0.0674988,0.0494176,0.0376438,0.10037,0.07105,0.0525264,0.041483
D3YR,17.8254,16.9808,16.6689,16.5011,17.7742,17.0539,16.7251,16.5689,41.6217,-0.580901,0.111684,0.0743222,0.0544132,0.0414492,0.110516,0.0782324,0.0578362,0.0456765
D3YR,17.9844,17.189,16.961,16.8469,17.9397,17.2555,17.0008,16.8919,41.6027,-0.650845,0.108693,0.0723321,0.0529561,0.0403393,0.107557,0.0761375,0.0562875,0.0444534
D3YR,16.9609,16.4017,16.2399,16.1649,16.931,16.4531,16.2622,16.1981,41.6008,-0.63094,0.110378,0.0734532,0.0537769,0.0409646,0.109224,0.0773176,0.05716,0.0451424
D3YR,18.1886,17.6073,17.4417,17.3675,18.1485,17.6391,17.4518,17.3952,41.117,-1.57885,0.0935151,0.0622315,0.0455612,0.0347063,0.0925375,0.0655055,0.0484274,0.0382458
D3YR,18.6071,18.2986,18.2162,18.1962,18.5864,18.3133,18.2106,18.2032,41.962,-1.41757,0.128288,0.0853721,0.062503,0.0476117,0.126947,0.0898635,0.066435,0.0524674
D3YR,18.152,17.7274,17.6188,17.5835,18.1343,17.7582,17.6221,17.6114,41.9623,-1.45537,0.127688,0.0849723,0.0622103,0.0473887,0.126353,0.0894428,0.0661239,0.0522217
D3YR,18.2001,17.5832,17.3954,17.3025,18.1646,17.6351,17.4153,17.3346,43.6887,-0.275012,0.226415,0.150672,0.110311,0.0840294,0.224048,0.158599,0.117251,0.0925993
D3YR,18.5909,18.0924,17.9496,17.8881,18.4973,18.1209,17.9758,17.9256,42.3064,-0.34513,0.167683,0.111588,0.0816961,0.062232,0.16593,0.117458,0.0868356,0.0685788
D3YR,17.7456,17.1768,17.0052,16.9185,17.7216,17.2315,17.021,16.9506,43.734,-0.305548,0.231172,0.153838,0.112628,0.0857948,0.228755,0.161931,0.119714,0.0945446
D3YR,17.3528,16.5018,16.2506,16.1203,17.306,16.5627,16.2758,16.1691,40.827,-0.700055,0.0976599,0.0649897,0.0475806,0.0362445,0.096639,0.0684088,0.0505738,0.0399409
D3YR,18.0478,17.4335,17.2307,17.1255,18.0098,17.4875,17.2546,17.162,42.7685,-0.540403,0.172112,0.114535,0.0838542,0.0638759,0.170313,0.120561,0.0891293,0.0703904
D3YR,18.2842,17.4992,17.2398,17.0979,18.2264,17.5648,17.2738,17.1393,42.7962,-0.529842,0.167095,0.111197,0.0814097,0.0620139,0.165348,0.117047,0.0865311,0.0683384
D3YR,17.1973,16.7597,16.6317,16.5842,17.1668,16.7917,16.6448,16.6068,42.6819,0.299779,0.221812,0.147609,0.108068,0.0823209,0.219493,0.155375,0.114867,0.0907165
D3YR,18.4635,17.8385,17.6486,17.5481,18.4305,17.8866,17.6715,17.5855,41.4002,-1.83039,0.127383,0.0847696,0.0620619,0.0472757,0.126051,0.0892294,0.0659662,0.0520971
D3YR,17.1654,16.7883,16.6775,16.6367,17.1379,16.8169,16.6986,16.6588,41.3966,-1.94127,0.127369,0.0847605,0.0620553,0.0472706,0.126038,0.0892198,0.0659591,0.0520916
D3YR,17.8817,17.3532,17.1737,17.0906,17.858,17.395,17.1903,17.1294,41.6421,-1.90093,0.144388,0.0960862,0.0703471,0.0535869,0.142879,0.101141,0.0747725,0.059052
D3YR,18.9133,18.2988,18.1073,18.0087,18.8915,18.338,18.1238,18.0629,43.0777,0.568488,0.285698,0.190123,0.139194,0.106031,0.282711,0.200126,0.14795,0.116845
D3YR,18.8368,18.4237,18.308,18.2642,18.8072,18.4199,18.2929,18.3044,43.0714,0.547523,0.28907,0.192368,0.140837,0.107283,0.286048,0.202488,0.149697,0.118224
D3YR,17.1439,16.7358,16.6245,16.5847,17.1134,16.7686,16.6267,16.6047,40.4196,-0.659583,0.0971398,0.0646436,0.0473272,0.0360515,0.0961243,0.0680445,0.0503045,0.0397282
D3YR,16.8909,16.4399,16.3284,16.2934,16.8676,16.4678,16.3356,16.3081,40.4248,-0.663869,0.097085,0.0646072,0.0473005,0.0360312,0.0960701,0.0680062,0.0502761,0.0397058
D3YR,18.5541,18.1558,18.0387,18.0091,18.5211,18.1738,18.042,17.9925,40.8788,-0.654663,0.101109,0.0672851,0.0492611,0.0375247,0.100052,0.070825,0.0523601,0.0413517
D3YR,18.6499,18.1629,18.0307,17.9738,18.6617,18.1843,18.0318,17.9898,40.1687,0.965832,0.12485,0.0830836,0.0608276,0.0463354,0.123544,0.0874546,0.0646542,0.051061
D3YR,18.7497,18.1696,17.9781,17.8758,18.6626,18.2062,18.0093,17.9167,43.1863,-0.282417,0.185993,0.123773,0.0906173,0.0690277,0.184049,0.130285,0.0963179,0.0760676
D3YR,18.0027,17.4131,17.2332,17.1658,17.9428,17.4485,17.2553,17.1875,40.8448,-1.79793,0.0902318,0.0600466,0.0439616,0.0334877,0.0892886,0.0632056,0.0467271,0.036903
D3YR,17.1368,16.832,16.7591,16.7324,17.1158,16.8578,16.7613,16.7482,41.4137,-0.864881,0.0879513,0.058529,0.0428505,0.0326414,0.0870319,0.0616082,0.0455462,0.0359703
D3YR,18.4868,17.8064,17.6245,17.5329,18.4562,17.8614,17.6435,17.5651,41.6956,-1.12417,0.107076,0.0712555,0.0521679,0.0397389,0.105956,0.0750043,0.0554498,0.0437917
D3YR,17.913,17.1881,16.9365,16.802,17.8841,17.2565,16.9575,16.8455,41.6767,-1.12413,0.106341,0.0707667,0.05181,0.0394663,0.105229,0.0744898,0.0550694,0.0434913
D3YR,18.0546,17.6082,17.4601,17.4003,18.02,17.655,17.4737,17.428,43.4692,0.29931,0.25511,0.169768,0.124291,0.0946788,0.252443,0.178699,0.13211,0.104335
D3YR,17.746,17.2299,17.0962,17.0452,17.7131,17.2678,17.112,17.0585,40.6861,-0.813562,0.102546,0.0682413,0.0499611,0.0380579,0.101474,0.0718315,0.0531041,0.0419393
D3YR,17.6532,17.2679,17.1701,17.141,17.6274,17.3018,17.1829,17.1523,40.6677,-0.823997,0.103201,0.0686771,0.0502802,0.0383009,0.102122,0.0722902,0.0534433,0.0422071
D3YR,18.5403,18.0227,17.846,17.7555,18.4932,18.07,17.8651,17.8057,42.5791,0.462794,0.185534,0.123467,0.0903932,0.068857,0.183594,0.129963,0.0960798,0.0758795
D3YR,17.41,17.0404,16.9246,16.8849,17.3733,17.0663,16.9258,16.902,40.7318,-0.866608,0.100563,0.0669217,0.048995,0.037322,0.0995118,0.0704424,0.0520772,0.0411283
D3YR,18.875,18.2937,18.0893,17.9894,18.8543,18.3211,18.1126,17.9861,41.3898,-0.549446,0.103208,0.0686815,0.0502834,0.0383034,0.102129,0.0722949,0.0534467,0.0422098
D3YR,18.8744,18.3845,18.2313,18.163,18.8275,18.4119,18.1468,18.0779,40.3786,-0.637862,0.0985107,0.0655559,0.0479951,0.0365603,0.0974809,0.0690048,0.0510144,0.0402889
D3YR,18.4007,17.9146,17.783,17.7339,18.3655,17.9605,17.7942,17.7632,40.3238,-0.587804,0.0973896,0.0648098,0.0474489,0.0361442,0.0963715,0.0682195,0.0504339,0.0398304
D3YR,18.3663,17.8238,17.6632,17.5922,18.3343,17.8838,17.6807,17.6254,40.3104,-0.591749,0.0968697,0.0644639,0.0471956,0.0359512,0.095857,0.0678553,0.0501646,0.0396178
D3YR,18.6345,18.1436,18.0071,17.946,18.5798,18.1898,18.0208,17.9714,43.6189,-0.428846,0.209207,0.139221,0.101927,0.077643,0.20702,0.146545,0.108339,0.0855615
D3YR,16.908,16.4338,16.3062,16.2612,16.8721,16.4744,16.3195,16.2847,41.2634,-0.418973,0.0936247,0.0623044,0.0456146,0.0347469,0.092646,0.0655823,0.0484842,0.0382906
D3YR,17.1457,16.5856,16.435,16.3735,17.1082,16.6373,16.4561,16.3985,41.2521,-0.400419,0.0937854,0.0624114,0.0456929,0.0348066,0.092805,0.0656948,0.0485674,0.0383564
D3YR,17.0983,16.4151,16.2119,16.1129,17.2614,16.4641,16.2334,16.1441,41.2521,-0.397072,0.0938469,0.0624523,0.0457229,0.0348294,0.0928659,0.0657379,0.0485992,0.0383815
D3YR,17.3337,16.956,16.8619,16.839,17.3234,16.9777,16.8662,16.8277,40.147,0.941149,0.121618,0.080933,0.0592531,0.045136,0.120347,0.085191,0.0629806,0.0497393
D3YR,17.6864,17.1766,17.0064,16.9238,17.6639,17.2183,17.0201,16.9526,43.1101,-0.870538,0.206142,0.137181,0.100434,0.0765053,0.203987,0.144398,0.106752,0.0843078
D3YR,18.4321,17.9278,17.7841,17.7171,18.3771,17.9483,17.7922,17.7246,43.2658,-0.240662,0.213519,0.142091,0.104028,0.0792433,0.211287,0.149566,0.110572,0.0873251
D3YR,18.1398,17.6744,17.5449,17.4889,18.1092,17.7152,17.5637,17.5184,43.2642,-0.205697,0.216385,0.143998,0.105424,0.0803071,0.214123,0.151574,0.112057,0.0884973
D3YR,17.9961,17.454,17.2825,17.2042,17.9591,17.4897,17.3046,17.2444,41.7445,-0.340797,0.101458,0.0675174,0.0494311,0.0376542,0.100398,0.0710695,0.0525408,0.0414944
D3YR,18.3027,17.7323,17.5697,17.4894,18.2583,17.7711,17.5809,17.5178,42.2505,-0.309075,0.1654,0.110069,0.080584,0.0613849,0.163671,0.115859,0.0856535,0.0676453
D3YR,18.2398,17.5442,17.3075,17.1763,18.1982,17.6047,17.3316,17.2234,43.5941,0.302096,0.242621,0.161457,0.118207,0.0900439,0.240085,0.169951,0.125643,0.0992272
D3YR,17.3985,16.9417,16.8045,16.7441,17.3686,16.9767,16.8138,16.7719,43.0544,-0.388761,0.17102,0.113808,0.083322,0.0634705,0.169232,0.119796,0.0885637,0.0699437
D3YR,17.4595,16.9984,16.8624,16.8112,17.4299,17.0403,16.883,16.8424,40.6211,-0.887434,0.105413,0.0701495,0.0513582,0.0391221,0.104311,0.0738401,0.0545891,0.043112
D3YR,18.7038,18.1687,18.0156,17.9538,18.6541,18.2035,18.0235,18.0292,40.6716,-1.52547,0.0973036,0.0647526,0.047407,0.0361123,0.0962864,0.0681592,0.0503893,0.0397952
D3YR,17.8886,17.3889,17.2386,17.1774,17.8714,17.4221,17.2496,17.196,40.6706,-1.56488,0.0954032,0.063488,0.0464811,0.035407,0.0944059,0.0668281,0.0494052,0.039018
D3YR,18.5834,18.003,17.8233,17.742,18.5633,18.0404,17.8368,17.7629,40.6828,-1.56393,0.0955502,0.0635858,0.0465527,0.0354615,0.0945513,0.066931,0.0494813,0.0390781
D3YR,18.1847,17.6574,17.4865,17.4131,18.162,17.6979,17.5077,17.4357,40.6729,-1.6147,0.0950547,0.0632561,0.0463113,0.0352777,0.0940611,0.066584,0.0492247,0.0388755
D3YR,18.3465,17.8842,17.7669,17.7216,18.3052,17.9418,17.7849,17.7375,41.6024,-1.05199,0.102133,0.0679666,0.0497601,0.0379047,0.101066,0.0715424,0.0528904,0.0417705
D3YR,17.7568,17.2821,17.1482,17.0913,17.7185,17.3151,17.1605,17.1049,42.928,-0.54403,0.169325,0.112681,0.0824964,0.0628417,0.167555,0.118609,0.0876862,0.0692507
D3YR,18.3007,17.7501,17.5584,17.4598,18.2742,17.7978,17.5882,17.4877,43.8145,-0.649965,0.209865,0.139659,0.102248,0.0778872,0.207671,0.147006,0.10868,0.0858307
D3YR,18.2201,17.6467,17.4745,17.3885,18.1903,17.6896,17.4888,17.4253,42.7714,-0.594406,0.1735,0.115459,0.0845303,0.064391,0.171686,0.121533,0.0898481,0.070958
D3YR,18.5977,17.7932,17.5475,17.4049,18.5446,17.8544,17.5645,17.4483,43.8449,0.716484,0.295209,0.196453,0.143828,0.109561,0.292123,0.206788,0.152876,0.120735
D3YR,18.8909,18.0054,17.6739,17.4853,18.8383,18.0786,17.7083,17.5452,43.8548,0.705181,0.29885,0.198876,0.145602,0.110912,0.295726,0.209339,0.154762,0.122224
D3YR,18.3081,17.5878,17.356,17.2257,18.2784,17.6358,17.3694,17.2875,43.8018,0.687596,0.30649,0.20396,0.149324,0.113748,0.303286,0.21469,0.158718,0.125348
D3YR,18.6558,17.7386,17.4387,17.2676,18.6033,17.8048,17.4707,17.3144,43.715,0.682228,0.289392,0.192582,0.140994,0.107402,0.286367,0.202713,0.149864,0.118356
D3YR,18.786,18.1239,17.9166,17.8008,18.7369,18.1648,17.9265,17.8418,43.7204,0.702549,0.285548,0.190024,0.139121,0.105976,0.282563,0.200021,0.147873,0.116784
D3YR,18.229,17.6278,17.4246,17.3076,18.2043,17.6797,17.4435,17.3535,43.7387,0.665631,0.301821,0.200853,0.147049,0.112015,0.298666,0.21142,0.1563,0.123439
D3YR,18.4652,17.8108,17.6017,17.4903,18.4194,17.8605,17.6217,17.5461,43.221,-0.871407,0.201422,0.134041,0.0981344,0.0747539,0.199317,0.141093,0.104308,0.0823778
D3YR,18.3165,17.5487,17.299,17.1724,18.2582,17.6034,17.3301,17.2244,40.4277,-1.34886,0.0972472,0.0647151,0.0473795,0.0360914,0.0962306,0.0681198,0.0503601,0.0397722
D3YR,17.3231,16.7789,16.6253,16.5622,17.2748,16.8254,16.6466,16.5986,41.4634,-0.564984,0.109627,0.0729532,0.0534108,0.0406857,0.108481,0.0767913,0.0567709,0.0448351
D3YR,18.6692,17.8144,17.5496,17.4021,18.6579,17.8854,17.5805,17.441,43.2735,-0.260899,0.213724,0.142227,0.104128,0.0793195,0.21149,0.14971,0.110679,0.087409
D3YR,17.8362,17.1443,16.91,16.7777,17.7862,17.1889,16.9159,16.8226,42.8571,0.290599,0.239942,0.159674,0.116901,0.0890497,0.237434,0.168075,0.124256,0.0981316
D3YR,18.718,18.0983,17.9215,17.8311,18.6864,18.1574,17.947,17.8653,41.6811,0.339597,0.108907,0.0724744,0.0530603,0.0404187,0.107769,0.0762873,0.0563983,0.0445408
D3YR,17.7103,17.3182,17.2052,17.1651,17.6878,17.3488,17.2204,17.1784,41.6539,0.441989,0.107636,0.0716288,0.0524412,0.0399471,0.106511,0.0753972,0.0557403,0.0440212
D3YR,17.9475,17.1839,16.9332,16.8031,17.8724,17.2468,16.9723,16.8601,41.6909,0.377814,0.109323,0.0727508,0.0532627,0.0405729,0.10818,0.0765783,0.0566134,0.0447107
D3YR,18.3902,17.7987,17.635,17.5687,18.3758,17.836,17.6636,17.5885,41.6487,0.403443,0.106902,0.07114,0.0520834,0.0396745,0.105784,0.0748827,0.0553599,0.0437208
D3YR,18.1779,17.3662,17.1213,16.9939,18.1095,17.4161,17.1462,17.0316,41.6867,0.359232,0.108982,0.0725245,0.053097,0.0404466,0.107843,0.07634,0.0564373,0.0445716
D3YR,17.7601,17.161,16.9885,16.9025,17.7064,17.2172,17.0071,16.9343,42.3863,-0.2378,0.170497,0.113461,0.0830674,0.0632766,0.168715,0.11943,0.0882931,0.0697299
D3YR,18.4416,18.1228,18.0488,18.0172,18.3965,18.1677,18.0531,18.0421,40.7399,-1.1027,0.0989827,0.06587,0.0482251,0.0367354,0.097948,0.0693354,0.0512588,0.0404819
D3YR,18.7486,18.2854,18.1546,18.0922,18.7104,18.3265,18.1521,18.0994,42.8825,-1.64163,0.220911,0.147009,0.107629,0.0819865,0.218601,0.154744,0.1144,0.090348
D3YR,18.4011,17.8528,17.7003,17.6323,18.3584,17.9048,17.7199,17.6499,42.8989,-1.73439,0.217415,0.144683,0.105926,0.0806891,0.215142,0.152295,0.11259,0.0889182
D3YR,18.6655,17.9558,17.7257,17.5937,18.6034,18.0096,17.7467,17.6362,42.8996,-1.73746,0.217375,0.144656,0.105907,0.0806744,0.215103,0.152267,0.112569,0.088902
D3YR,18.0044,17.2828,17.0455,16.9066,17.9474,17.3311,17.067,16.9588,42.8391,-1.66045,0.222705,0.148203,0.108503,0.0826524,0.220377,0.156,0.115329,0.0910818
D3YR,18.4466,17.824,17.6118,17.5002,18.3856,17.8777,17.6362,17.533,43.7735,0.143749,0.231982,0.154377,0.113023,0.0860954,0.229557,0.162499,0.120133,0.094876
