,Unnamed: 0,Object,DESIGNATION,RAb,DECb,pmra,pmdec,refepoch,taskurl,phot,ATLAS_o0,ATLAS_o0_err,ATLAS_o1,ATLAS_o1_err,ATLAS_o2,ATLAS_o2_err,ATLAS_o3,ATLAS_o3_err,ATLAS_o4,ATLAS_o4_err,ATLAS_o5,ATLAS_o5_err,ATLAS_o6,ATLAS_o6_err,ATLAS_o7,ATLAS_o7_err,ATLAS_o8,ATLAS_o8_err,ATLAS_c0,ATLAS_c0_err,ATLAS_c1,ATLAS_c1_err,ATLAS_c2,ATLAS_c2_err,ATLAS_c3,ATLAS_c3_err,ATLAS_c4,ATLAS_c4_err,ATLAS_c5,ATLAS_c5_err,ATLAS_c6,ATLAS_c6_err,ATLAS_c7,ATLAS_c7_err,ATLAS_c8,ATLAS_c8_err,USE,RA,DEC,SDSS_u,SDSS_u_err,SDSS_g,SDSS_g_err,SDSS_r,SDSS_r_err,SDSS_i,SDSS_i_err,SDSS_z,SDSS_z_err,PS1-g,PS1-g-err,PS1-r,PS1-r-err,PS1-i,PS1-i-err,PS1-z,PS1-z-err,DES_u,DES_u_err,DES_g,DES_g_err,DES_r,DES_r_err,DES_i,DES_i_err,DES_z,DES_z_err,DES_y,DES_y_err
15,15,sdssj120650,Gaia DR3 3891742709551744640,181.7100426880997,2.028371721366028,-5.06119663065238,-23.36651771922378,2016.0,https://fallingstar-data.com/forcedphot/queue/2931654/,wd_atlas/job2931654.txt,19.223344836496757,0.0200457386037832,19.178599597127835,0.0151651073167824,19.167398178754468,0.0281564392805137,19.209359358897384,0.0247764181225074,19.211188859183988,0.0297454423460729,19.210473480359838,0.026162728198702,19.173974855684087,0.0195954529095304,19.185901636902656,0.0252916041684312,19.12228356070364,0.018459412332473,-99999.0,-99999.0,18.835821448363053,0.0207098791801695,-99999.0,-99999.0,-99999.0,-99999.0,18.812504633133365,0.0179187003607854,18.859029025201163,0.0152085485107021,18.83373325014298,0.0170513206513792,18.80826804782964,0.0144590391042009,18.79858544326685,0.0190669148312579,True,12:06:50.41,02:01:42.138,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.693,0.012,19.096,0.026,19.388,0.019,19.645,0.031,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
16,16,wd1203,Gaia DR3 3486471764460448512,181.58481006317712,-27.49462181218527,3.0186348085225885,2.796470810660104,2016.0,https://fallingstar-data.com/forcedphot/queue/2931655/,wd_atlas/job2931655.txt,17.090834736477788,0.0032628522647856,17.091996354529307,0.0033440995527823,17.100688446534235,0.0122845454595144,17.159469799541935,0.0317493731474994,17.08065598446727,0.0052517659770987,17.072511404220442,0.0059013422008876,17.09701614201353,0.0235414099969068,17.07486145358932,0.0024065962139695,17.03819471285833,0.0022345650374031,-99999.0,-99999.0,16.668426142327455,0.0037712662915476,-99999.0,-99999.0,16.709372076588235,0.0158214725736671,16.672307064804706,0.0030486153447097,16.677662900758538,0.0029083980656601,16.65700265533193,0.014518299691308,16.635716196953947,0.0022787457238717,16.628059505115488,0.002369365103308,True,12:06:20.354,-27:29:40.639,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
17,17,sdssj121405,Gaia DR3 1539041748873288704,183.5212958717449,45.63850723955974,0.2783996612171269,13.924612795013076,2016.0,https://fallingstar-data.com/forcedphot/queue/2931656/,wd_atlas/job2931656.txt,18.393797119528564,0.0092656324076276,18.407765975561897,0.0076529797035745,18.422529627912063,0.0111891571264822,18.42634425276613,0.0088183173462143,18.39004357841041,0.0123190146556247,18.38000547631631,0.0124659159580473,18.383919545677717,0.0071181096155198,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.95415667100337,0.0076705526622594,-99999.0,-99999.0,18.009587929323057,0.017429000848454,17.964623410711354,0.0075078211572318,17.97060868717727,0.0073994592067342,17.967589006376098,0.0052447018276621,-99999.0,-99999.0,-99999.0,-99999.0,True,12:14:05.111,45:38:18.626,17.358,0.009,17.7,0.005,18.197,0.0069999999999999,18.54,0.012,18.763,0.034,17.779,0.006,18.236,0.0069999999999999,18.56900000000001,0.01,18.849,0.018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
18,18,sdssj130234,Gaia DR3 3734528631432609920,195.6434265068369,10.210754591575917,-12.856134775128252,-16.837093714579446,2016.0,https://fallingstar-data.com/forcedphot/queue/2931657/,wd_atlas/job2931657.txt,17.666315531698118,0.0046294216401815,17.650537314246513,0.0038438612373609,17.66128955288411,0.006854002495712,17.6609863413491,0.0055043904694139,17.648222615958236,0.0062884554207096,17.632922155800536,0.0067941495368256,17.642220708555552,0.0042357057236261,17.641175631455642,0.0064287083099469,17.607123416487607,0.0056614256909827,-99999.0,-99999.0,17.22624715801706,0.0043666534494464,-99999.0,-99999.0,-99999.0,-99999.0,17.2364597438321,0.0039647443065026,17.224330620024336,0.0035705180881387,17.23130211663473,0.0040499057748084,17.204141080786847,0.0050289917960684,17.193724128979987,0.0052955258244182,True,13:02:34.422,10:12:38.717,16.637,0.008,16.982,0.004,17.468,0.006,17.842,0.0069999999999999,18.146,0.028,17.052,0.004,17.494,0.005,17.858,0.006,18.114,0.009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
19,19,sdssj131445,Gaia DR3 3684543213630134784,198.6876897987717,-3.2376903812356908,-3.9297032814555095,-5.658924901910843,2016.0,https://fallingstar-data.com/forcedphot/queue/2931658/,wd_atlas/job2931658.txt,19.7794246051012,0.0314362296061157,19.70434939080184,0.0264771448978973,19.74562447688529,0.0434285587784182,19.638542732994413,0.0352111318630762,19.732289438822736,0.0417535933798139,19.70392664915208,0.0477594019511005,19.685599133893987,0.0313041016684679,19.73009741217704,0.0375695738754423,19.652834379780877,0.0336833077611279,-99999.0,-99999.0,19.316541556091103,0.0270423241081002,-99999.0,-99999.0,19.611530548798868,0.2653490112611783,19.291143397094647,0.0294876115356149,19.310021858400507,0.022296339966386,19.28139429201516,0.0250641780924187,19.27524750071245,0.0227067512283439,19.223216719370047,0.024003771687609,True,13:14:45.046,-03:14:15.685,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.078,0.013,19.556,0.023,19.887,0.029,20.24,0.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
20,20,sdssj151421,Gaia DR3 4419865155422033280,228.5886558694129,0.7978832459016985,4.350263310684371,-26.855328405209807,2016.0,https://fallingstar-data.com/forcedphot/queue/2931660/,wd_atlas/job2931660.txt,16.254681854654155,0.0014777021696707,16.23862851200903,0.0013947290266367,16.252799768356322,0.0024058883665994,16.253483284268604,0.0020668444570425,16.23861999926644,0.0020406978305843,16.226284181925724,0.0024348313458857,16.233462342622627,0.0016533967289264,16.222161440785438,0.0018762530873451,16.208470734699574,0.0021516916598238,-99999.0,-99999.0,15.852218810784896,0.0023056801062718,-99999.0,-99999.0,-99999.0,-99999.0,15.85832435230952,0.002113795503599,15.857088406034386,0.0017151000577856,15.864005890855658,0.0020451694063722,15.829402848164204,0.0020549780013852,15.830044724484315,0.0020743778348618,True,15:14:21.277,00:47:52.380,15.475,0.004,15.663,0.003,16.089000000000002,0.004,16.412,0.004,16.727999999999998,0.012,15.72,0.003,16.101,0.004,16.434,0.002,16.715,0.005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
21,21,wd1529,Gaia DR3 5779908502946006784,233.9382443806148,-77.41245346796298,-26.88067556250284,-43.74853436351141,2016.0,https://fallingstar-data.com/forcedphot/queue/2931661/,wd_atlas/job2931661.txt,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.214297087098576,0.0041048795255732,17.179499275569913,0.0031436084106335,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,16.76322044249197,0.0032159413228756,16.762344434910176,0.0030338323119234,True,15:35:45.179,-77:24:44.832,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
22,22,sdssj155745,Gaia DR3 1621657158502507520,239.4390823675669,55.76926703091871,-11.676677306116712,-21.47817086078893,2016.0,https://fallingstar-data.com/forcedphot/queue/2931662/,wd_atlas/job2931662.txt,18.157051706751304,0.0066560531652137,18.1400779876998,0.0055322651382715,18.154240458725727,0.0094533501884033,18.141148141011254,0.0067764623540508,18.12111488658224,0.0072077613984828,18.116834539969823,0.00845152286335,18.122406777973804,0.0055509889692242,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.698219104016296,0.0064779342856869,-99999.0,-99999.0,17.6802045450872,0.0151377350835224,17.697971401246495,0.0047565739791484,17.697538118637098,0.0053072122362466,17.700955963427717,0.0045718557029272,-99999.0,-99999.0,-99999.0,-99999.0,True,15:57:45.38,55:46:09.361,16.982,0.008,17.438,0.005,17.985,0.0069999999999999,18.344,0.01,18.685,0.038,17.487000000000002,0.005,17.958,0.006,18.356,0.005,18.647,0.013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
23,23,sssj183717,Gaia DR3 6431766714636858240,279.3246101085828,-70.04792028311175,10.377725945855763,-75.98898157168831,2016.0,https://fallingstar-data.com/forcedphot/queue/2931665/,wd_atlas/job2931665.txt,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.65767063057884,0.0191581012800377,18.533459569942924,0.0150403715659805,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.088405918165645,0.0123887696351143,18.05375998853475,0.0094039269692177,True,18:37:17.906,-70:02:52.513,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
24,24,sssj193018,Gaia DR3 6646236009641999488,292.5791450950535,-52.06293044359209,21.546284367548854,-33.285661853174446,2016.0,https://fallingstar-data.com/forcedphot/queue/2931666/,wd_atlas/job2931666.txt,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.233951302725465,0.0113049936597706,18.165128966659022,0.0097478727413724,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.744593546568197,0.008644611699944,17.73945889636105,0.0069386722390051,True,19:30:18.995,-52:03:46.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25,25,sdssj210150,Gaia DR3 6910475935427725824,315.4611133547604,-5.764210823228478,9.983572457223572,-11.694435119594688,2016.0,https://fallingstar-data.com/forcedphot/queue/2931667/,wd_atlas/job2931667.txt,19.722536443451407,0.0357377647262585,19.51814302792198,0.0204297961418414,19.718298304814606,0.046113346999693,19.544397293418893,0.0299088756576207,19.550020270515542,0.0314851855606389,19.5287551939158,0.026508922575295,19.46361339132153,0.0318293595577845,19.52385803753192,0.0340004079570939,19.485549644266595,0.0296327592908458,-99999.0,-99999.0,19.00996085429837,0.0296166577146629,-99999.0,-99999.0,18.957058822630696,0.0326505875013362,18.98524464598281,0.0216596832200583,18.98565796629847,0.0148678192250827,18.981655519190653,0.0195440111585332,18.95901506098719,0.0207262260821368,18.912653161284304,0.0186147803226845,True,21:01:50.667,-05:45:51.159,18.46,0.017,18.651,0.009,19.046,0.012,19.388,0.022,19.791,0.093,18.652,0.008,19.052,0.008,19.41,0.02,19.703,0.038,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
26,26,wd2314,Gaia DR3 2378059688840742912,349.334558342128,-29.056013117223287,3.991043375151887,25.05053382538125,2016.0,https://fallingstar-data.com/forcedphot/queue/2931668/,wd_atlas/job2931668.txt,19.02567969407732,0.0202325608838245,18.92498906165213,0.0145731772442244,19.046448981476026,0.0387859115382636,-99999.0,-99999.0,18.90234604276111,0.0203019557750388,18.93196110732898,0.0219431718505608,19.023384851601183,0.0767426700101341,18.9376210412885,0.0137062524867858,18.86977188105584,0.010607856790503,-99999.0,-99999.0,18.52565563412332,0.0207015345849794,-99999.0,-99999.0,-99999.0,-99999.0,18.538285070080512,0.0129715713615061,18.52625114792032,0.0110465553410397,18.51582145843688,0.0896320076841189,18.48615664340649,0.0103385323004348,18.48018629796755,0.0088444555561372,True,23:17:20.294,-29:03:21.647,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
27,27,sdssj232941,Gaia DR3 2644572064644349952,352.4221691715172,0.1854346194643873,-7.981846944213736,-14.919348247567314,2016.0,https://fallingstar-data.com/forcedphot/queue/2931669/,wd_atlas/job2931669.txt,18.621599106894976,0.0123638045027164,18.598862355375395,0.0088015299273084,18.61748963918493,0.0186570864132913,18.6076572239592,0.0128577140670662,18.59156642937441,0.0128399888449705,18.586068935829157,0.0139945372850147,18.59018860473002,0.0136191522684933,18.575831923284124,0.0135414264898147,18.547871419351303,0.0123716101934877,-99999.0,-99999.0,18.298732888348013,0.0151991423627222,-99999.0,-99999.0,18.288676307128405,0.0222154048243739,18.291489308553,0.0102893219115804,18.282579790006167,0.008789984737844,18.28147637950097,0.0100947010912721,18.245534686225337,0.0145854563232208,18.250994485861437,0.0112996812188602,True,23:29:41.321,00:11:07.565,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.134,0.005,18.452,0.005,18.772,0.01,19.003,0.013,-999.0,-999.0,18.165644,0.0012883019,18.520042,0.0012605012,18.82128,0.0020904131,19.072851,0.0031926902,19.247,0.015
28,28,sdssj235144,Gaia DR3 2881271732415859072,357.9344768727839,37.92849130264055,-16.412234896328926,-9.940955767835336,2016.0,https://fallingstar-data.com/forcedphot/queue/2931670/,wd_atlas/job2931670.txt,18.587616194412448,0.0101785059962571,18.590968498869763,0.0069164702228941,18.60878399328353,0.0106123450071257,18.59432209593589,0.0074762132615271,18.552183635109262,0.0110166756719573,18.565911958040896,0.0097371885923153,18.56519255338091,0.0069194108680021,-99999.0,-99999.0,18.554391215599587,0.0533826363791545,-99999.0,-99999.0,18.23258275938224,0.0119059623169351,-99999.0,-99999.0,18.25824465471263,0.0105231079263379,18.25915229322288,0.0100930585302907,18.249137468301413,0.0063785062978169,18.247726998712803,0.0049198960929099,-99999.0,-99999.0,18.204397899828404,0.0796665313962241,True,23:51:44.274,37:55:42.569,17.771,0.011,18.022,0.006,18.437,0.008,18.757,0.011,19.007,0.046,18.085,0.003,18.447,0.011,18.776,0.012,19.1,0.038,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.82128,-999.0,19.072851,-999.0,-999.0,-999.0
29,29,atlas020.503022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:22:00.725,-30:52:03.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.469011,0.0012176898,18.978994,0.0015973639,19.349195,0.0027148172,19.663263,0.0047322675,19.818,0.024
30,30,sdssj024854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:48:54.965,33:45:48.244,18.105,0.014,18.33,0.0069999999999999,18.69,0.009,18.921,0.014,19.213,0.053,18.351,0.0069999999999999,18.699,0.008,18.972,0.012,19.198,0.033,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
31,31,sdssj072752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27:52.752,32:14:16.046,17.564,0.011,17.962,0.006,18.455,0.008,18.78,0.013,19.042,0.057,18.018,0.011,18.475,0.012,18.806,0.011,19.127,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
32,32,sdssj111127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:11:27.313,39:56:28.105,17.96,0.013,18.374,0.0069999999999999,18.905,0.01,19.264,0.017,19.628,0.068,18.412,0.014,18.886,0.008,19.26,0.011,19.586,0.025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
33,33,sssj143459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:34:59.528,-28:19:03.295,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
34,34,sdssj163800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:38:00.352,00:47:17.739,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.86,0.015,19.314,0.023,19.611,0.014,19.816,0.048,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
35,35,sdssj181424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:14:24.078,78:54:03.084,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.573,0.005,17.007,0.003,17.358,0.004,17.651,0.009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
